locA	locB	share border	is international
Kindia	Telimele	1	0
Kindia	Koubia	0	0
Kindia	Lelouma	0	0
Kindia	Labe	0	0
Kindia	Mali	0	0
Kindia	Tougue	0	0
Kindia	Dalaba	1	0
Kindia	Mamou	1	0
Kindia	Pita	1	0
Kindia	Beyla	0	0
Kindia	Gueckedou	0	0
Kindia	Lola	0	0
Kindia	Macenta	0	0
Kindia	Nzerekore	0	0
Kindia	Yamou	0	0
Kindia	Kailahun	0	1
Kindia	Kenema	0	1
Kindia	Kono	0	1
Kindia	Bombali	1	1
Kindia	Kambia	0	1
Kindia	Koinadugu	0	1
Kindia	PortLoko	0	1
Kindia	Tonkolili	0	1
Kindia	Bo	0	1
Kindia	Bonthe	0	1
Kindia	Moyamba	0	1
Kindia	Pujehun	0	1
Kindia	WesternRural	0	1
Kindia	WesternUrban	0	1
Kindia	Gabu	0	1
Kindia	Tombali	0	1
Telimele	Koubia	0	0
Telimele	Lelouma	1	0
Telimele	Labe	0	0
Telimele	Mali	0	0
Telimele	Tougue	0	0
Telimele	Dalaba	0	0
Telimele	Mamou	0	0
Telimele	Pita	1	0
Telimele	Beyla	0	0
Telimele	Gueckedou	0	0
Telimele	Lola	0	0
Telimele	Macenta	0	0
Telimele	Nzerekore	0	0
Telimele	Yamou	0	0
Telimele	Kailahun	0	1
Telimele	Kenema	0	1
Telimele	Kono	0	1
Telimele	Bombali	0	1
Telimele	Kambia	0	1
Telimele	Koinadugu	0	1
Telimele	PortLoko	0	1
Telimele	Tonkolili	0	1
Telimele	Bo	0	1
Telimele	Bonthe	0	1
Telimele	Moyamba	0	1
Telimele	Pujehun	0	1
Telimele	WesternRural	0	1
Telimele	WesternUrban	0	1
Telimele	Gabu	0	1
Telimele	Tombali	0	1
Koubia	Lelouma	0	0
Koubia	Labe	1	0
Koubia	Mali	1	0
Koubia	Tougue	1	0
Koubia	Dalaba	0	0
Koubia	Mamou	0	0
Koubia	Pita	0	0
Koubia	Beyla	0	0
Koubia	Gueckedou	0	0
Koubia	Lola	0	0
Koubia	Macenta	0	0
Koubia	Nzerekore	0	0
Koubia	Yamou	0	0
Koubia	Kailahun	0	1
Koubia	Kenema	0	1
Koubia	Kono	0	1
Koubia	Bombali	0	1
Koubia	Kambia	0	1
Koubia	Koinadugu	0	1
Koubia	PortLoko	0	1
Koubia	Tonkolili	0	1
Koubia	Bo	0	1
Koubia	Bonthe	0	1
Koubia	Moyamba	0	1
Koubia	Pujehun	0	1
Koubia	WesternRural	0	1
Koubia	WesternUrban	0	1
Koubia	Gabu	0	1
Koubia	Tombali	0	1
Lelouma	Labe	1	0
Lelouma	Mali	1	0
Lelouma	Tougue	0	0
Lelouma	Dalaba	0	0
Lelouma	Mamou	0	0
Lelouma	Pita	1	0
Lelouma	Beyla	0	0
Lelouma	Gueckedou	0	0
Lelouma	Lola	0	0
Lelouma	Macenta	0	0
Lelouma	Nzerekore	0	0
Lelouma	Yamou	0	0
Lelouma	Kailahun	0	1
Lelouma	Kenema	0	1
Lelouma	Kono	0	1
Lelouma	Bombali	0	1
Lelouma	Kambia	0	1
Lelouma	Koinadugu	0	1
Lelouma	PortLoko	0	1
Lelouma	Tonkolili	0	1
Lelouma	Bo	0	1
Lelouma	Bonthe	0	1
Lelouma	Moyamba	0	1
Lelouma	Pujehun	0	1
Lelouma	WesternRural	0	1
Lelouma	WesternUrban	0	1
Lelouma	Gabu	0	1
Lelouma	Tombali	0	1
Labe	Mali	1	0
Labe	Tougue	1	0
Labe	Dalaba	1	0
Labe	Mamou	0	0
Labe	Pita	1	0
Labe	Beyla	0	0
Labe	Gueckedou	0	0
Labe	Lola	0	0
Labe	Macenta	0	0
Labe	Nzerekore	0	0
Labe	Yamou	0	0
Labe	Kailahun	0	1
Labe	Kenema	0	1
Labe	Kono	0	1
Labe	Bombali	0	1
Labe	Kambia	0	1
Labe	Koinadugu	0	1
Labe	PortLoko	0	1
Labe	Tonkolili	0	1
Labe	Bo	0	1
Labe	Bonthe	0	1
Labe	Moyamba	0	1
Labe	Pujehun	0	1
Labe	WesternRural	0	1
Labe	WesternUrban	0	1
Labe	Gabu	0	1
Labe	Tombali	0	1
Mali	Tougue	0	0
Mali	Dalaba	0	0
Mali	Mamou	0	0
Mali	Pita	0	0
Mali	Beyla	0	0
Mali	Gueckedou	0	0
Mali	Lola	0	0
Mali	Macenta	0	0
Mali	Nzerekore	0	0
Mali	Yamou	0	0
Mali	Kailahun	0	1
Mali	Kenema	0	1
Mali	Kono	0	1
Mali	Bombali	0	1
Mali	Kambia	0	1
Mali	Koinadugu	0	1
Mali	PortLoko	0	1
Mali	Tonkolili	0	1
Mali	Bo	0	1
Mali	Bonthe	0	1
Mali	Moyamba	0	1
Mali	Pujehun	0	1
Mali	WesternRural	0	1
Mali	WesternUrban	0	1
Mali	Gabu	0	1
Mali	Tombali	0	1
Tougue	Dalaba	1	0
Tougue	Mamou	1	0
Tougue	Pita	0	0
Tougue	Beyla	0	0
Tougue	Gueckedou	0	0
Tougue	Lola	0	0
Tougue	Macenta	0	0
Tougue	Nzerekore	0	0
Tougue	Yamou	0	0
Tougue	Kailahun	0	1
Tougue	Kenema	0	1
Tougue	Kono	0	1
Tougue	Bombali	0	1
Tougue	Kambia	0	1
Tougue	Koinadugu	0	1
Tougue	PortLoko	0	1
Tougue	Tonkolili	0	1
Tougue	Bo	0	1
Tougue	Bonthe	0	1
Tougue	Moyamba	0	1
Tougue	Pujehun	0	1
Tougue	WesternRural	0	1
Tougue	WesternUrban	0	1
Tougue	Gabu	0	1
Tougue	Tombali	0	1
Dalaba	Mamou	1	0
Dalaba	Pita	1	0
Dalaba	Beyla	0	0
Dalaba	Gueckedou	0	0
Dalaba	Lola	0	0
Dalaba	Macenta	0	0
Dalaba	Nzerekore	0	0
Dalaba	Yamou	0	0
Dalaba	Kailahun	0	1
Dalaba	Kenema	0	1
Dalaba	Kono	0	1
Dalaba	Bombali	0	1
Dalaba	Kambia	0	1
Dalaba	Koinadugu	0	1
Dalaba	PortLoko	0	1
Dalaba	Tonkolili	0	1
Dalaba	Bo	0	1
Dalaba	Bonthe	0	1
Dalaba	Moyamba	0	1
Dalaba	Pujehun	0	1
Dalaba	WesternRural	0	1
Dalaba	WesternUrban	0	1
Dalaba	Gabu	0	1
Dalaba	Tombali	0	1
Mamou	Pita	0	0
Mamou	Beyla	0	0
Mamou	Gueckedou	0	0
Mamou	Lola	0	0
Mamou	Macenta	0	0
Mamou	Nzerekore	0	0
Mamou	Yamou	0	0
Mamou	Kailahun	0	1
Mamou	Kenema	0	1
Mamou	Kono	0	1
Mamou	Bombali	1	1
Mamou	Kambia	0	1
Mamou	Koinadugu	1	1
Mamou	PortLoko	0	1
Mamou	Tonkolili	0	1
Mamou	Bo	0	1
Mamou	Bonthe	0	1
Mamou	Moyamba	0	1
Mamou	Pujehun	0	1
Mamou	WesternRural	0	1
Mamou	WesternUrban	0	1
Mamou	Gabu	0	1
Mamou	Tombali	0	1
Pita	Beyla	0	0
Pita	Gueckedou	0	0
Pita	Lola	0	0
Pita	Macenta	0	0
Pita	Nzerekore	0	0
Pita	Yamou	0	0
Pita	Kailahun	0	1
Pita	Kenema	0	1
Pita	Kono	0	1
Pita	Bombali	0	1
Pita	Kambia	0	1
Pita	Koinadugu	0	1
Pita	PortLoko	0	1
Pita	Tonkolili	0	1
Pita	Bo	0	1
Pita	Bonthe	0	1
Pita	Moyamba	0	1
Pita	Pujehun	0	1
Pita	WesternRural	0	1
Pita	WesternUrban	0	1
Pita	Gabu	0	1
Pita	Tombali	0	1
Beyla	Gueckedou	0	0
Beyla	Lola	1	0
Beyla	Macenta	1	0
Beyla	Nzerekore	1	0
Beyla	Yamou	0	0
Beyla	Kailahun	0	1
Beyla	Kenema	0	1
Beyla	Kono	0	1
Beyla	Bombali	0	1
Beyla	Kambia	0	1
Beyla	Koinadugu	0	1
Beyla	PortLoko	0	1
Beyla	Tonkolili	0	1
Beyla	Bo	0	1
Beyla	Bonthe	0	1
Beyla	Moyamba	0	1
Beyla	Pujehun	0	1
Beyla	WesternRural	0	1
Beyla	WesternUrban	0	1
Beyla	Gabu	0	1
Beyla	Tombali	0	1
Gueckedou	Lola	0	0
Gueckedou	Macenta	1	0
Gueckedou	Nzerekore	0	0
Gueckedou	Yamou	0	0
Gueckedou	Kailahun	1	1
Gueckedou	Kenema	0	1
Gueckedou	Kono	1	1
Gueckedou	Bombali	0	1
Gueckedou	Kambia	0	1
Gueckedou	Koinadugu	1	1
Gueckedou	PortLoko	0	1
Gueckedou	Tonkolili	0	1
Gueckedou	Bo	0	1
Gueckedou	Bonthe	0	1
Gueckedou	Moyamba	0	1
Gueckedou	Pujehun	0	1
Gueckedou	WesternRural	0	1
Gueckedou	WesternUrban	0	1
Gueckedou	Gabu	0	1
Gueckedou	Tombali	0	1
Lola	Macenta	0	0
Lola	Nzerekore	1	0
Lola	Yamou	0	0
Lola	Kailahun	0	1
Lola	Kenema	0	1
Lola	Kono	0	1
Lola	Bombali	0	1
Lola	Kambia	0	1
Lola	Koinadugu	0	1
Lola	PortLoko	0	1
Lola	Tonkolili	0	1
Lola	Bo	0	1
Lola	Bonthe	0	1
Lola	Moyamba	0	1
Lola	Pujehun	0	1
Lola	WesternRural	0	1
Lola	WesternUrban	0	1
Lola	Gabu	0	1
Lola	Tombali	0	1
Macenta	Nzerekore	1	0
Macenta	Yamou	1	0
Macenta	Kailahun	0	1
Macenta	Kenema	0	1
Macenta	Kono	0	1
Macenta	Bombali	0	1
Macenta	Kambia	0	1
Macenta	Koinadugu	0	1
Macenta	PortLoko	0	1
Macenta	Tonkolili	0	1
Macenta	Bo	0	1
Macenta	Bonthe	0	1
Macenta	Moyamba	0	1
Macenta	Pujehun	0	1
Macenta	WesternRural	0	1
Macenta	WesternUrban	0	1
Macenta	Gabu	0	1
Macenta	Tombali	0	1
Nzerekore	Yamou	1	0
Nzerekore	Kailahun	0	1
Nzerekore	Kenema	0	1
Nzerekore	Kono	0	1
Nzerekore	Bombali	0	1
Nzerekore	Kambia	0	1
Nzerekore	Koinadugu	0	1
Nzerekore	PortLoko	0	1
Nzerekore	Tonkolili	0	1
Nzerekore	Bo	0	1
Nzerekore	Bonthe	0	1
Nzerekore	Moyamba	0	1
Nzerekore	Pujehun	0	1
Nzerekore	WesternRural	0	1
Nzerekore	WesternUrban	0	1
Nzerekore	Gabu	0	1
Nzerekore	Tombali	0	1
Yamou	Kailahun	0	1
Yamou	Kenema	0	1
Yamou	Kono	0	1
Yamou	Bombali	0	1
Yamou	Kambia	0	1
Yamou	Koinadugu	0	1
Yamou	PortLoko	0	1
Yamou	Tonkolili	0	1
Yamou	Bo	0	1
Yamou	Bonthe	0	1
Yamou	Moyamba	0	1
Yamou	Pujehun	0	1
Yamou	WesternRural	0	1
Yamou	WesternUrban	0	1
Yamou	Gabu	0	1
Yamou	Tombali	0	1
Kailahun	Kenema	1	0
Kailahun	Kono	1	0
Kailahun	Bombali	0	0
Kailahun	Kambia	0	0
Kailahun	Koinadugu	0	0
Kailahun	PortLoko	0	0
Kailahun	Tonkolili	0	0
Kailahun	Bo	0	0
Kailahun	Bonthe	0	0
Kailahun	Moyamba	0	0
Kailahun	Pujehun	0	0
Kailahun	WesternRural	0	0
Kailahun	WesternUrban	0	0
Kailahun	Gabu	0	1
Kailahun	Tombali	0	1
Kenema	Kono	1	0
Kenema	Bombali	0	0
Kenema	Kambia	0	0
Kenema	Koinadugu	0	0
Kenema	PortLoko	0	0
Kenema	Tonkolili	1	0
Kenema	Bo	1	0
Kenema	Bonthe	0	0
Kenema	Moyamba	0	0
Kenema	Pujehun	1	0
Kenema	WesternRural	0	0
Kenema	WesternUrban	0	0
Kenema	Gabu	0	1
Kenema	Tombali	0	1
Kono	Bombali	0	0
Kono	Kambia	0	0
Kono	Koinadugu	1	0
Kono	PortLoko	0	0
Kono	Tonkolili	1	0
Kono	Bo	0	0
Kono	Bonthe	0	0
Kono	Moyamba	0	0
Kono	Pujehun	0	0
Kono	WesternRural	0	0
Kono	WesternUrban	0	0
Kono	Gabu	0	1
Kono	Tombali	0	1
Bombali	Kambia	1	0
Bombali	Koinadugu	1	0
Bombali	PortLoko	1	0
Bombali	Tonkolili	1	0
Bombali	Bo	0	0
Bombali	Bonthe	0	0
Bombali	Moyamba	0	0
Bombali	Pujehun	0	0
Bombali	WesternRural	0	0
Bombali	WesternUrban	0	0
Bombali	Gabu	0	1
Bombali	Tombali	0	1
Kambia	Koinadugu	0	0
Kambia	PortLoko	1	0
Kambia	Tonkolili	0	0
Kambia	Bo	0	0
Kambia	Bonthe	0	0
Kambia	Moyamba	0	0
Kambia	Pujehun	0	0
Kambia	WesternRural	0	0
Kambia	WesternUrban	0	0
Kambia	Gabu	0	1
Kambia	Tombali	0	1
Koinadugu	PortLoko	0	0
Koinadugu	Tonkolili	1	0
Koinadugu	Bo	0	0
Koinadugu	Bonthe	0	0
Koinadugu	Moyamba	0	0
Koinadugu	Pujehun	0	0
Koinadugu	WesternRural	0	0
Koinadugu	WesternUrban	0	0
Koinadugu	Gabu	0	1
Koinadugu	Tombali	0	1
PortLoko	Tonkolili	1	0
PortLoko	Bo	0	0
PortLoko	Bonthe	0	0
PortLoko	Moyamba	1	0
PortLoko	Pujehun	0	0
PortLoko	WesternRural	1	0
PortLoko	WesternUrban	0	0
PortLoko	Gabu	0	1
PortLoko	Tombali	0	1
Tonkolili	Bo	1	0
Tonkolili	Bonthe	0	0
Tonkolili	Moyamba	1	0
Tonkolili	Pujehun	0	0
Tonkolili	WesternRural	0	0
Tonkolili	WesternUrban	0	0
Tonkolili	Gabu	0	1
Tonkolili	Tombali	0	1
Bo	Bonthe	1	0
Bo	Moyamba	1	0
Bo	Pujehun	1	0
Bo	WesternRural	0	0
Bo	WesternUrban	0	0
Bo	Gabu	0	1
Bo	Tombali	0	1
Bonthe	Moyamba	1	0
Bonthe	Pujehun	1	0
Bonthe	WesternRural	0	0
Bonthe	WesternUrban	0	0
Bonthe	Gabu	0	1
Bonthe	Tombali	0	1
Moyamba	Pujehun	0	0
Moyamba	WesternRural	1	0
Moyamba	WesternUrban	0	0
Moyamba	Gabu	0	1
Moyamba	Tombali	0	1
Pujehun	WesternRural	0	0
Pujehun	WesternUrban	0	0
Pujehun	Gabu	0	1
Pujehun	Tombali	0	1
WesternRural	WesternUrban	1	0
WesternRural	Gabu	0	1
WesternRural	Tombali	0	1
WesternUrban	Gabu	0	1
WesternUrban	Tombali	0	1
Gabu	Tombali	1	0
Salemata	Kedougou	1	0
Saraya	Kedougou	1	0
Velingara	Kedougou	0	0
Tambacounda	Kedougou	1	0
Kenieba	Kedougou	0	1
Kita	Kedougou	0	1
Kangaba	Kedougou	0	1
Kati	Kedougou	0	1
Yanfolila	Kedougou	0	1
SanPedro	Kedougou	0	1
Folon	Kedougou	0	1
Kabadougou	Kedougou	0	1
Cavally	Kedougou	0	1
Tonkpi	Kedougou	0	1
Bafing	Kedougou	0	1
Bomi	Kedougou	0	1
Bong	Kedougou	0	1
Gbarpolu	Kedougou	0	1
GrandCapeMount	Kedougou	0	1
GrandBassa	Kedougou	0	1
GrandGedeh	Kedougou	0	1
GrandKru	Kedougou	0	1
Lofa	Kedougou	0	1
Margibi	Kedougou	0	1
Maryland	Kedougou	0	1
Montserrado	Kedougou	0	1
Nimba	Kedougou	0	1
RiverCess	Kedougou	0	1
RiverGee	Kedougou	0	1
Sinoe	Kedougou	0	1
Boffa	Kedougou	0	1
Boke	Kedougou	0	1
Fria	Kedougou	0	1
Gaoual	Kedougou	0	1
Koundara	Kedougou	0	1
Conakry	Kedougou	0	1
Dabola	Kedougou	0	1
Dinguiraye	Kedougou	0	1
Faranah	Kedougou	0	1
Kissidougou	Kedougou	0	1
Kerouane	Kedougou	0	1
Kankan	Kedougou	0	1
Kouroussa	Kedougou	0	1
Mandiana	Kedougou	0	1
Siguiri	Kedougou	0	1
Coyah	Kedougou	0	1
Dubreka	Kedougou	0	1
Forecariah	Kedougou	0	1
Kindia	Kedougou	0	1
Telimele	Kedougou	0	1
Koubia	Kedougou	0	1
Lelouma	Kedougou	0	1
Labe	Kedougou	0	1
Mali	Kedougou	1	1
Tougue	Kedougou	0	1
Dalaba	Kedougou	0	1
Mamou	Kedougou	0	1
Pita	Kedougou	0	1
Beyla	Kedougou	0	1
Gueckedou	Kedougou	0	1
Lola	Kedougou	0	1
Macenta	Kedougou	0	1
Nzerekore	Kedougou	0	1
Yamou	Kedougou	0	1
Kailahun	Kedougou	0	1
Kenema	Kedougou	0	1
Kono	Kedougou	0	1
Bombali	Kedougou	0	1
Kambia	Kedougou	0	1
Koinadugu	Kedougou	0	1
PortLoko	Kedougou	0	1
Tonkolili	Kedougou	0	1
Bo	Kedougou	0	1
Bonthe	Kedougou	0	1
Moyamba	Kedougou	0	1
Pujehun	Kedougou	0	1
WesternRural	Kedougou	0	1
WesternUrban	Kedougou	0	1
Gabu	Kedougou	0	1
Tombali	Kedougou	0	1
Saraya	Salemata	0	0
Velingara	Salemata	0	0
Tambacounda	Salemata	1	0
Kenieba	Salemata	0	1
Kita	Salemata	0	1
Kangaba	Salemata	0	1
Kati	Salemata	0	1
Yanfolila	Salemata	0	1
SanPedro	Salemata	0	1
Folon	Salemata	0	1
Kabadougou	Salemata	0	1
Cavally	Salemata	0	1
Tonkpi	Salemata	0	1
Bafing	Salemata	0	1
Bomi	Salemata	0	1
Bong	Salemata	0	1
Gbarpolu	Salemata	0	1
GrandCapeMount	Salemata	0	1
GrandBassa	Salemata	0	1
GrandGedeh	Salemata	0	1
GrandKru	Salemata	0	1
Lofa	Salemata	0	1
Margibi	Salemata	0	1
Maryland	Salemata	0	1
Montserrado	Salemata	0	1
Nimba	Salemata	0	1
RiverCess	Salemata	0	1
RiverGee	Salemata	0	1
Sinoe	Salemata	0	1
Boffa	Salemata	0	1
Boke	Salemata	0	1
Fria	Salemata	0	1
Gaoual	Salemata	0	1
Koundara	Salemata	1	1
Conakry	Salemata	0	1
Dabola	Salemata	0	1
Dinguiraye	Salemata	0	1
Faranah	Salemata	0	1
Kissidougou	Salemata	0	1
Kerouane	Salemata	0	1
Kankan	Salemata	0	1
Kouroussa	Salemata	0	1
Mandiana	Salemata	0	1
Siguiri	Salemata	0	1
Coyah	Salemata	0	1
Dubreka	Salemata	0	1
Forecariah	Salemata	0	1
Kindia	Salemata	0	1
Telimele	Salemata	0	1
Koubia	Salemata	0	1
Lelouma	Salemata	0	1
Labe	Salemata	0	1
Mali	Salemata	1	1
Tougue	Salemata	0	1
Dalaba	Salemata	0	1
Mamou	Salemata	0	1
Pita	Salemata	0	1
Beyla	Salemata	0	1
Gueckedou	Salemata	0	1
Lola	Salemata	0	1
Macenta	Salemata	0	1
Nzerekore	Salemata	0	1
Yamou	Salemata	0	1
Kailahun	Salemata	0	1
Kenema	Salemata	0	1
Kono	Salemata	0	1
Bombali	Salemata	0	1
Kambia	Salemata	0	1
Koinadugu	Salemata	0	1
PortLoko	Salemata	0	1
Tonkolili	Salemata	0	1
Bo	Salemata	0	1
Bonthe	Salemata	0	1
Moyamba	Salemata	0	1
Pujehun	Salemata	0	1
WesternRural	Salemata	0	1
WesternUrban	Salemata	0	1
Gabu	Salemata	0	1
Tombali	Salemata	0	1
Velingara	Saraya	0	0
Tambacounda	Saraya	1	0
Kenieba	Saraya	1	1
Kita	Saraya	0	1
Kangaba	Saraya	0	1
Kati	Saraya	0	1
Yanfolila	Saraya	0	1
SanPedro	Saraya	0	1
Folon	Saraya	0	1
Kabadougou	Saraya	0	1
Cavally	Saraya	0	1
Tonkpi	Saraya	0	1
Bafing	Saraya	0	1
Bomi	Saraya	0	1
Bong	Saraya	0	1
Gbarpolu	Saraya	0	1
GrandCapeMount	Saraya	0	1
GrandBassa	Saraya	0	1
GrandGedeh	Saraya	0	1
GrandKru	Saraya	0	1
Lofa	Saraya	0	1
Margibi	Saraya	0	1
Maryland	Saraya	0	1
Montserrado	Saraya	0	1
Nimba	Saraya	0	1
RiverCess	Saraya	0	1
RiverGee	Saraya	0	1
Sinoe	Saraya	0	1
Boffa	Saraya	0	1
Boke	Saraya	0	1
Fria	Saraya	0	1
Gaoual	Saraya	0	1
Koundara	Saraya	0	1
Conakry	Saraya	0	1
Dabola	Saraya	0	1
Dinguiraye	Saraya	0	1
Faranah	Saraya	0	1
Kissidougou	Saraya	0	1
Kerouane	Saraya	0	1
Kankan	Saraya	0	1
Kouroussa	Saraya	0	1
Mandiana	Saraya	0	1
Siguiri	Saraya	0	1
Coyah	Saraya	0	1
Dubreka	Saraya	0	1
Forecariah	Saraya	0	1
Kindia	Saraya	0	1
Telimele	Saraya	0	1
Koubia	Saraya	0	1
Lelouma	Saraya	0	1
Labe	Saraya	0	1
Mali	Saraya	1	1
Tougue	Saraya	0	1
Dalaba	Saraya	0	1
Mamou	Saraya	0	1
Pita	Saraya	0	1
Beyla	Saraya	0	1
Gueckedou	Saraya	0	1
Lola	Saraya	0	1
Macenta	Saraya	0	1
Nzerekore	Saraya	0	1
Yamou	Saraya	0	1
Kailahun	Saraya	0	1
Kenema	Saraya	0	1
Kono	Saraya	0	1
Bombali	Saraya	0	1
Kambia	Saraya	0	1
Koinadugu	Saraya	0	1
PortLoko	Saraya	0	1
Tonkolili	Saraya	0	1
Bo	Saraya	0	1
Bonthe	Saraya	0	1
Moyamba	Saraya	0	1
Pujehun	Saraya	0	1
WesternRural	Saraya	0	1
WesternUrban	Saraya	0	1
Gabu	Saraya	0	1
Tombali	Saraya	0	1
Tambacounda	Velingara	1	0
Kenieba	Velingara	0	1
Kita	Velingara	0	1
Kangaba	Velingara	0	1
Kati	Velingara	0	1
Yanfolila	Velingara	0	1
SanPedro	Velingara	0	1
Folon	Velingara	0	1
Kabadougou	Velingara	0	1
Cavally	Velingara	0	1
Tonkpi	Velingara	0	1
Bafing	Velingara	0	1
Bomi	Velingara	0	1
Bong	Velingara	0	1
Gbarpolu	Velingara	0	1
GrandCapeMount	Velingara	0	1
GrandBassa	Velingara	0	1
GrandGedeh	Velingara	0	1
GrandKru	Velingara	0	1
Lofa	Velingara	0	1
Margibi	Velingara	0	1
Maryland	Velingara	0	1
Montserrado	Velingara	0	1
Nimba	Velingara	0	1
RiverCess	Velingara	0	1
RiverGee	Velingara	0	1
Sinoe	Velingara	0	1
Boffa	Velingara	0	1
Boke	Velingara	0	1
Fria	Velingara	0	1
Gaoual	Velingara	0	1
Koundara	Velingara	1	1
Conakry	Velingara	0	1
Dabola	Velingara	0	1
Dinguiraye	Velingara	0	1
Faranah	Velingara	0	1
Kissidougou	Velingara	0	1
Kerouane	Velingara	0	1
Kankan	Velingara	0	1
Kouroussa	Velingara	0	1
Mandiana	Velingara	0	1
Siguiri	Velingara	0	1
Coyah	Velingara	0	1
Dubreka	Velingara	0	1
Forecariah	Velingara	0	1
Kindia	Velingara	0	1
Telimele	Velingara	0	1
Koubia	Velingara	0	1
Lelouma	Velingara	0	1
Labe	Velingara	0	1
Mali	Velingara	0	1
Tougue	Velingara	0	1
Dalaba	Velingara	0	1
Mamou	Velingara	0	1
Pita	Velingara	0	1
Beyla	Velingara	0	1
Gueckedou	Velingara	0	1
Lola	Velingara	0	1
Macenta	Velingara	0	1
Nzerekore	Velingara	0	1
Yamou	Velingara	0	1
Kailahun	Velingara	0	1
Kenema	Velingara	0	1
Kono	Velingara	0	1
Bombali	Velingara	0	1
Kambia	Velingara	0	1
Koinadugu	Velingara	0	1
PortLoko	Velingara	0	1
Tonkolili	Velingara	0	1
Bo	Velingara	0	1
Bonthe	Velingara	0	1
Moyamba	Velingara	0	1
Pujehun	Velingara	0	1
WesternRural	Velingara	0	1
WesternUrban	Velingara	0	1
Gabu	Velingara	1	1
Tombali	Velingara	0	1
Kenieba	Tambacounda	0	1
Kita	Tambacounda	0	1
Kangaba	Tambacounda	0	1
Kati	Tambacounda	0	1
Yanfolila	Tambacounda	0	1
SanPedro	Tambacounda	0	1
Folon	Tambacounda	0	1
Kabadougou	Tambacounda	0	1
Cavally	Tambacounda	0	1
Tonkpi	Tambacounda	0	1
Bafing	Tambacounda	0	1
Bomi	Tambacounda	0	1
Bong	Tambacounda	0	1
Gbarpolu	Tambacounda	0	1
GrandCapeMount	Tambacounda	0	1
GrandBassa	Tambacounda	0	1
GrandGedeh	Tambacounda	0	1
GrandKru	Tambacounda	0	1
Lofa	Tambacounda	0	1
Margibi	Tambacounda	0	1
Maryland	Tambacounda	0	1
Montserrado	Tambacounda	0	1
Nimba	Tambacounda	0	1
RiverCess	Tambacounda	0	1
RiverGee	Tambacounda	0	1
Sinoe	Tambacounda	0	1
Boffa	Tambacounda	0	1
Boke	Tambacounda	0	1
Fria	Tambacounda	0	1
Gaoual	Tambacounda	0	1
Koundara	Tambacounda	1	1
Conakry	Tambacounda	0	1
Dabola	Tambacounda	0	1
Dinguiraye	Tambacounda	0	1
Faranah	Tambacounda	0	1
Kissidougou	Tambacounda	0	1
Kerouane	Tambacounda	0	1
Kankan	Tambacounda	0	1
Kouroussa	Tambacounda	0	1
Mandiana	Tambacounda	0	1
Siguiri	Tambacounda	0	1
Coyah	Tambacounda	0	1
Dubreka	Tambacounda	0	1
Forecariah	Tambacounda	0	1
Kindia	Tambacounda	0	1
Telimele	Tambacounda	0	1
Koubia	Tambacounda	0	1
Lelouma	Tambacounda	0	1
Labe	Tambacounda	0	1
Mali	Tambacounda	0	1
Tougue	Tambacounda	0	1
Dalaba	Tambacounda	0	1
Mamou	Tambacounda	0	1
Pita	Tambacounda	0	1
Beyla	Tambacounda	0	1
Gueckedou	Tambacounda	0	1
Lola	Tambacounda	0	1
Macenta	Tambacounda	0	1
Nzerekore	Tambacounda	0	1
Yamou	Tambacounda	0	1
Kailahun	Tambacounda	0	1
Kenema	Tambacounda	0	1
Kono	Tambacounda	0	1
Bombali	Tambacounda	0	1
Kambia	Tambacounda	0	1
Koinadugu	Tambacounda	0	1
PortLoko	Tambacounda	0	1
Tonkolili	Tambacounda	0	1
Bo	Tambacounda	0	1
Bonthe	Tambacounda	0	1
Moyamba	Tambacounda	0	1
Pujehun	Tambacounda	0	1
WesternRural	Tambacounda	0	1
WesternUrban	Tambacounda	0	1
Gabu	Tambacounda	0	1
Tombali	Tambacounda	0	1
Kita	Kenieba	1	0
Kangaba	Kenieba	0	0
Kati	Kenieba	0	0
Yanfolila	Kenieba	0	0
SanPedro	Kenieba	0	1
Folon	Kenieba	0	1
Kabadougou	Kenieba	0	1
Cavally	Kenieba	0	1
Tonkpi	Kenieba	0	1
Bafing	Kenieba	0	1
Bomi	Kenieba	0	1
Bong	Kenieba	0	1
Gbarpolu	Kenieba	0	1
GrandCapeMount	Kenieba	0	1
GrandBassa	Kenieba	0	1
GrandGedeh	Kenieba	0	1
GrandKru	Kenieba	0	1
Lofa	Kenieba	0	1
Margibi	Kenieba	0	1
Maryland	Kenieba	0	1
Montserrado	Kenieba	0	1
Nimba	Kenieba	0	1
RiverCess	Kenieba	0	1
RiverGee	Kenieba	0	1
Sinoe	Kenieba	0	1
Boffa	Kenieba	0	1
Boke	Kenieba	0	1
Fria	Kenieba	0	1
Gaoual	Kenieba	0	1
Koundara	Kenieba	0	1
Conakry	Kenieba	0	1
Dabola	Kenieba	0	1
Dinguiraye	Kenieba	1	1
Faranah	Kenieba	0	1
Kissidougou	Kenieba	0	1
Kerouane	Kenieba	0	1
Kankan	Kenieba	0	1
Kouroussa	Kenieba	0	1
Mandiana	Kenieba	0	1
Siguiri	Kenieba	0	1
Coyah	Kenieba	0	1
Dubreka	Kenieba	0	1
Forecariah	Kenieba	0	1
Kindia	Kenieba	0	1
Telimele	Kenieba	0	1
Koubia	Kenieba	1	1
Lelouma	Kenieba	0	1
